Vario,Time,Celsius(°C),Humidity(%rh),dew point(°C),Serial Number
3,29/07/2010 12:58:03,21.0,88.5,19.0
4,29/07/2010 13:28:03,21.0,88.5,19.0
5,29/07/2010 13:58:03,21.0,88.5,19.0
6,29/07/2010 14:28:03,21.0,88.5,19.0
7,29/07/2010 14:58:03,21.0,89.0,19.1
8,29/07/2010 15:28:03,21.0,89.0,19.1
9,29/07/2010 15:58:03,21.0,89.0,19.1
10,29/07/2010 16:28:03,21.0,89.0,19.1
11,29/07/2010 16:58:03,21.0,89.0,19.1
12,29/07/2010 17:28:03,21.0,89.0,19.1
13,29/07/2010 17:58:03,21.0,89.5,19.2
14,29/07/2010 18:28:03,21.0,89.5,19.2
15,29/07/2010 18:58:03,21.0,89.5,19.2
16,29/07/2010 19:28:03,21.0,89.5,19.2
17,29/07/2010 19:58:03,21.0,89.5,19.2
18,29/07/2010 20:28:03,21.0,89.5,19.2
19,29/07/2010 20:58:03,21.0,89.5,19.2
20,29/07/2010 21:28:03,21.0,89.5,19.2
21,29/07/2010 21:58:03,21.0,89.5,19.2
22,29/07/2010 22:28:03,21.0,89.5,19.2
23,29/07/2010 22:58:03,21.0,89.5,19.2
24,29/07/2010 23:28:03,21.0,89.5,19.2
25,29/07/2010 23:58:03,21.0,89.5,19.2
26,30/07/2010 00:28:03,21.0,89.5,19.2
27,30/07/2010 00:58:03,21.0,89.5,19.2
28,30/07/2010 01:28:03,21.0,89.5,19.2
29,30/07/2010 01:58:03,21.0,89.5,19.2
30,30/07/2010 02:28:03,21.0,89.5,19.2
31,30/07/2010 02:58:03,21.0,89.5,19.2
32,30/07/2010 03:28:03,21.0,89.5,19.2
33,30/07/2010 03:58:03,21.0,89.5,19.2
34,30/07/2010 04:28:03,21.0,89.5,19.2
35,30/07/2010 04:58:03,21.0,89.5,19.2
36,30/07/2010 05:28:03,21.0,89.5,19.2
37,30/07/2010 05:58:03,21.0,89.5,19.2
38,30/07/2010 06:28:03,21.0,89.5,19.2
39,30/07/2010 06:58:03,21.0,89.5,19.2
40,30/07/2010 07:28:03,21.0,89.5,19.2
41,30/07/2010 07:58:03,21.0,89.5,19.2
42,30/07/2010 08:28:03,21.0,89.5,19.2
43,30/07/2010 08:58:03,21.0,89.5,19.2
44,30/07/2010 09:28:03,21.0,89.5,19.2
45,30/07/2010 09:58:03,21.0,89.5,19.2
46,30/07/2010 10:28:03,21.0,89.0,19.1
47,30/07/2010 10:58:03,21.0,89.5,19.2
48,30/07/2010 11:28:03,21.0,89.5,19.2
49,30/07/2010 11:58:03,21.0,89.5,19.2
50,30/07/2010 12:28:03,21.0,89.5,19.2
51,30/07/2010 12:58:03,21.0,89.5,19.2
52,30/07/2010 13:28:03,21.0,89.5,19.2
53,30/07/2010 13:58:03,21.0,89.0,19.1
54,30/07/2010 14:28:03,21.0,89.5,19.2
55,30/07/2010 14:58:03,21.0,89.0,19.1
56,30/07/2010 15:28:03,21.0,89.5,19.2
57,30/07/2010 15:58:03,21.0,89.5,19.2
58,30/07/2010 16:28:03,21.0,89.0,19.1
59,30/07/2010 16:58:03,21.0,89.5,19.2
60,30/07/2010 17:28:03,21.0,89.5,19.2
61,30/07/2010 17:58:03,21.0,89.5,19.2
62,30/07/2010 18:28:03,21.0,89.5,19.2
63,30/07/2010 18:58:03,21.0,89.5,19.2
64,30/07/2010 19:28:03,21.0,89.5,19.2
65,30/07/2010 19:58:03,21.0,89.5,19.2
66,30/07/2010 20:28:03,21.0,89.5,19.2
67,30/07/2010 20:58:03,21.0,89.5,19.2
68,30/07/2010 21:28:03,21.0,89.5,19.2
69,30/07/2010 21:58:03,21.0,89.5,19.2
70,30/07/2010 22:28:03,21.0,89.5,19.2
71,30/07/2010 22:58:03,21.0,89.5,19.2
72,30/07/2010 23:28:03,21.0,89.5,19.2
73,30/07/2010 23:58:03,21.0,89.0,19.1
74,31/07/2010 00:28:03,21.0,89.5,19.2
75,31/07/2010 00:58:03,21.0,89.5,19.2
76,31/07/2010 01:28:03,21.0,89.5,19.2
77,31/07/2010 01:58:03,21.0,89.5,19.2
78,31/07/2010 02:28:03,21.0,89.5,19.2
79,31/07/2010 02:58:03,21.0,89.5,19.2
80,31/07/2010 03:28:03,21.0,89.5,19.2
81,31/07/2010 03:58:03,21.0,89.0,19.1
82,31/07/2010 04:28:03,21.0,89.5,19.2
83,31/07/2010 04:58:03,21.0,89.0,19.1
84,31/07/2010 05:28:03,21.0,89.5,19.2
85,31/07/2010 05:58:03,21.0,89.5,19.2
86,31/07/2010 06:28:03,21.0,89.0,19.1
87,31/07/2010 06:58:03,21.0,89.0,19.1
88,31/07/2010 07:28:03,21.0,89.0,19.1
89,31/07/2010 07:58:03,21.0,89.0,19.1
90,31/07/2010 08:28:03,21.0,89.0,19.1
91,31/07/2010 08:58:03,21.0,89.0,19.1
92,31/07/2010 09:28:03,21.0,89.5,19.2
93,31/07/2010 09:58:03,21.0,89.0,19.1
